JobTitle,JobTitleURI,Gender,Age,PerfEval,Education,Dept,Seniority,BasePay,Bonus
manager,https://www.wikidata.org/wiki/Q2462658,Male,37,3,master's degree,management,1,121151,5934
marketing,https://www.wikidata.org/wiki/Q39809,Female,46,3,college,management,3,86241,5814
data scientist,https://www.wikidata.org/wiki/Q29169143,Male,40,2,master's degree,management,2,87682,4152
software developer,https://www.wikidata.org/wiki/Q183888,Male,42,2,college,government administration,3,114029,6842
information technology,https://www.wikidata.org/wiki/Q11661,Male,43,3,college,management,1,67323,4680
data scientist,https://www.wikidata.org/wiki/Q29169143,Male,28,3,high school,management,2,68049,6660
information technology,https://www.wikidata.org/wiki/Q11661,Male,39,3,high school,engineer,4,93335,5243
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Female,55,3,doctorate,operations management,2,100433,5090
marketing,https://www.wikidata.org/wiki/Q39809,Female,62,3,doctorate,operations management,5,123242,5453
salesperson,https://www.wikidata.org/wiki/Q685433,Female,32,2,doctorate,government administration,2,87585,6476
information technology,https://www.wikidata.org/wiki/Q11661,Female,18,2,master's degree,marketing,1,45747,4890
marketing,https://www.wikidata.org/wiki/Q39809,Female,41,3,high school,government administration,2,36972,7058
salesperson,https://www.wikidata.org/wiki/Q685433,Female,29,3,high school,management,3,64754,7377
information technology,https://www.wikidata.org/wiki/Q11661,Female,44,2,doctorate,operations management,5,132267,5679
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Male,53,3,doctorate,government administration,3,111043,5838
warehouse worker,https://www.wikidata.org/wiki/Q92204276,Male,25,2,master's degree,engineer,1,58130,6327
information technology,https://www.wikidata.org/wiki/Q11661,Male,27,3,doctorate,operations management,3,90542,7554
manager,https://www.wikidata.org/wiki/Q2462658,Male,40,2,college,government administration,2,124891,5436
marketing,https://www.wikidata.org/wiki/Q39809,Female,54,3,doctorate,engineer,5,112507,7460
marketing,https://www.wikidata.org/wiki/Q39809,Female,64,4,college,marketing,5,100316,6010
software developer,https://www.wikidata.org/wiki/Q183888,Male,63,3,doctorate,engineer,2,134757,5944
manager,https://www.wikidata.org/wiki/Q2462658,Male,42,3,college,marketing,4,125339,6019
information technology,https://www.wikidata.org/wiki/Q11661,Female,62,4,college,management,3,111120,6536
data scientist,https://www.wikidata.org/wiki/Q29169143,Female,36,3,high school,operations management,3,76523,7122
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Female,50,3,college,operations management,2,91160,5863
manager,https://www.wikidata.org/wiki/Q2462658,Male,28,3,college,marketing,2,105795,6179
financial analyst,https://www.wikidata.org/wiki/Q1416279,Female,18,2,high school,operations management,2,66935,6508
salesperson,https://www.wikidata.org/wiki/Q685433,Male,19,1,doctorate,management,3,75238,5308
data scientist,https://www.wikidata.org/wiki/Q29169143,Female,55,2,master's degree,marketing,5,138365,5359
software developer,https://www.wikidata.org/wiki/Q183888,Male,42,2,college,management,1,103978,5146
information technology,https://www.wikidata.org/wiki/Q11661,Male,65,4,master's degree,marketing,5,165229,6506
warehouse worker,https://www.wikidata.org/wiki/Q92204276,Male,54,2,master's degree,engineer,4,118322,5224
graphic designer,https://www.wikidata.org/wiki/Q627325,Male,39,2,master's degree,operations management,5,106883,5831
marketing,https://www.wikidata.org/wiki/Q39809,Female,45,2,high school,management,2,59006,5876
manager,https://www.wikidata.org/wiki/Q2462658,Male,30,1,doctorate,engineer,4,125164,5888
software developer,https://www.wikidata.org/wiki/Q183888,Male,53,4,high school,operations management,1,89225,5751
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Male,63,4,high school,marketing,2,101716,5881
marketing,https://www.wikidata.org/wiki/Q39809,Female,45,3,master's degree,marketing,3,74305,7126
marketing,https://www.wikidata.org/wiki/Q39809,Female,30,3,master's degree,government administration,1,38451,5562
graphic designer,https://www.wikidata.org/wiki/Q627325,Female,48,1,high school,operations management,5,113465,3846
salesperson,https://www.wikidata.org/wiki/Q685433,Female,27,2,college,operations management,2,66377,5803
financial analyst,https://www.wikidata.org/wiki/Q1416279,Male,31,3,doctorate,engineer,1,79142,5445
graphic designer,https://www.wikidata.org/wiki/Q627325,Female,20,1,master's degree,operations management,4,55569,5236
graphic designer,https://www.wikidata.org/wiki/Q627325,Male,60,4,master's degree,engineer,1,97240,5412
manager,https://www.wikidata.org/wiki/Q2462658,Female,25,1,master's degree,management,5,119033,6381
marketing,https://www.wikidata.org/wiki/Q39809,Female,65,3,master's degree,government administration,5,106315,5618
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Male,24,2,college,engineer,3,81301,5713
software developer,https://www.wikidata.org/wiki/Q183888,Male,23,1,doctorate,management,2,79462,4673
information technology,https://www.wikidata.org/wiki/Q11661,Female,28,1,doctorate,marketing,5,105598,5380
data scientist,https://www.wikidata.org/wiki/Q29169143,Male,30,2,college,operations management,3,72497,6452
financial analyst,https://www.wikidata.org/wiki/Q1416279,Female,23,1,high school,management,4,78084,5598
graphic designer,https://www.wikidata.org/wiki/Q627325,Male,50,3,master's degree,management,1,84803,5406
graphic designer,https://www.wikidata.org/wiki/Q627325,Female,18,2,college,government administration,1,41603,6092
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Female,47,2,master's degree,operations management,2,78002,5175
warehouse worker,https://www.wikidata.org/wiki/Q92204276,Male,56,3,master's degree,government administration,2,79274,4618
information technology,https://www.wikidata.org/wiki/Q11661,Male,20,2,doctorate,management,1,49622,5452
salesperson,https://www.wikidata.org/wiki/Q685433,Male,62,3,college,management,3,129620,5608
software developer,https://www.wikidata.org/wiki/Q183888,Male,36,2,high school,government administration,4,87848,5166
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Male,24,2,college,management,3,51906,6274
salesperson,https://www.wikidata.org/wiki/Q685433,Female,44,2,high school,engineer,3,81866,5183
financial analyst,https://www.wikidata.org/wiki/Q1416279,Male,24,2,doctorate,engineer,3,71590,5845
warehouse worker,https://www.wikidata.org/wiki/Q92204276,Male,19,2,high school,marketing,2,63928,4998
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Male,44,4,high school,government administration,4,83333,7113
marketing,https://www.wikidata.org/wiki/Q39809,Male,49,3,high school,government administration,4,92797,5405
financial analyst,https://www.wikidata.org/wiki/Q1416279,Male,36,3,doctorate,operations management,1,93067,5103
graphic designer,https://www.wikidata.org/wiki/Q627325,Male,22,2,high school,marketing,3,72422,5697
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Male,59,3,college,operations management,3,120159,4265
data scientist,https://www.wikidata.org/wiki/Q29169143,Female,39,3,master's degree,operations management,3,91711,6775
marketing,https://www.wikidata.org/wiki/Q39809,Female,50,3,master's degree,marketing,5,93805,6044
marketing,https://www.wikidata.org/wiki/Q39809,Female,58,3,master's degree,operations management,5,109931,5878
marketing,https://www.wikidata.org/wiki/Q39809,Female,42,2,college,government administration,5,88365,4668
financial analyst,https://www.wikidata.org/wiki/Q1416279,Male,58,4,master's degree,operations management,3,104744,6425
warehouse worker,https://www.wikidata.org/wiki/Q92204276,Female,44,3,high school,government administration,1,79334,6505
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Male,41,2,master's degree,government administration,4,95795,4898
financial analyst,https://www.wikidata.org/wiki/Q1416279,Female,58,3,doctorate,engineer,1,98512,4548
data scientist,https://www.wikidata.org/wiki/Q29169143,Female,33,2,high school,operations management,4,78910,5927
manager,https://www.wikidata.org/wiki/Q2462658,Male,22,1,college,management,2,103156,6277
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Male,35,2,high school,government administration,5,92760,4826
warehouse worker,https://www.wikidata.org/wiki/Q92204276,Female,42,1,doctorate,operations management,5,125574,5688
data scientist,https://www.wikidata.org/wiki/Q29169143,Male,62,4,college,operations management,3,93742,6580
salesperson,https://www.wikidata.org/wiki/Q685433,Male,50,2,master's degree,engineer,5,124470,5454
software developer,https://www.wikidata.org/wiki/Q183888,Male,51,2,master's degree,engineer,3,132323,4872
salesperson,https://www.wikidata.org/wiki/Q685433,Male,22,1,high school,marketing,4,70595,5234
software developer,https://www.wikidata.org/wiki/Q183888,Male,32,2,college,operations management,1,71278,4701
data scientist,https://www.wikidata.org/wiki/Q29169143,Male,33,2,high school,engineer,2,53855,4980
information technology,https://www.wikidata.org/wiki/Q11661,Male,35,1,college,management,4,98423,3879
software developer,https://www.wikidata.org/wiki/Q183888,Male,47,2,master's degree,operations management,4,126239,5396
salesperson,https://www.wikidata.org/wiki/Q685433,Male,53,2,master's degree,management,5,101133,4700
warehouse worker,https://www.wikidata.org/wiki/Q92204276,Male,23,1,high school,government administration,4,92516,5866
data scientist,https://www.wikidata.org/wiki/Q29169143,Male,49,3,college,government administration,3,93320,7236
warehouse worker,https://www.wikidata.org/wiki/Q92204276,Female,45,1,high school,government administration,5,106963,5084
information technology,https://www.wikidata.org/wiki/Q11661,Female,26,1,doctorate,marketing,5,111770,5345
information technology,https://www.wikidata.org/wiki/Q11661,Male,33,2,master's degree,engineer,5,106584,5426
marketing,https://www.wikidata.org/wiki/Q39809,Female,26,2,high school,operations management,3,57672,6476
warehouse worker,https://www.wikidata.org/wiki/Q92204276,Male,50,3,master's degree,government administration,1,90612,5913
graphic designer,https://www.wikidata.org/wiki/Q627325,Female,35,2,high school,engineer,5,97768,7233
financial analyst,https://www.wikidata.org/wiki/Q1416279,Male,31,2,doctorate,government administration,3,82790,5826
graphic designer,https://www.wikidata.org/wiki/Q627325,Female,50,3,master's degree,government administration,1,76103,5173
financial analyst,https://www.wikidata.org/wiki/Q1416279,Male,38,3,master's degree,government administration,1,84628,5680
warehouse worker,https://www.wikidata.org/wiki/Q92204276,Female,59,2,college,management,2,93441,5499
marketing,https://www.wikidata.org/wiki/Q39809,Male,42,2,master's degree,management,5,110636,5239
data scientist,https://www.wikidata.org/wiki/Q29169143,Female,55,3,doctorate,government administration,1,108366,5108
manager,https://www.wikidata.org/wiki/Q2462658,Male,38,2,master's degree,management,3,135106,5066
warehouse worker,https://www.wikidata.org/wiki/Q92204276,Female,55,2,doctorate,government administration,3,85453,5135
graphic designer,https://www.wikidata.org/wiki/Q627325,Male,54,3,high school,management,3,100160,5562
data scientist,https://www.wikidata.org/wiki/Q29169143,Female,48,2,college,government administration,3,79765,5329
manager,https://www.wikidata.org/wiki/Q2462658,Male,48,2,doctorate,engineer,4,157169,5798
financial analyst,https://www.wikidata.org/wiki/Q1416279,Female,63,3,doctorate,engineer,3,129683,5754
financial analyst,https://www.wikidata.org/wiki/Q1416279,Female,20,1,college,management,2,76908,4756
financial analyst,https://www.wikidata.org/wiki/Q1416279,Female,53,3,high school,management,1,93696,5029
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Male,40,3,high school,marketing,2,88230,5512
salesperson,https://www.wikidata.org/wiki/Q685433,Female,46,2,master's degree,management,2,83095,5284
information technology,https://www.wikidata.org/wiki/Q11661,Female,26,2,college,marketing,3,81325,5647
warehouse worker,https://www.wikidata.org/wiki/Q92204276,Female,62,2,doctorate,engineer,2,102106,5195
graphic designer,https://www.wikidata.org/wiki/Q627325,Female,43,1,doctorate,engineer,1,80635,4322
marketing,https://www.wikidata.org/wiki/Q39809,Female,32,2,college,marketing,3,73404,5038
data scientist,https://www.wikidata.org/wiki/Q29169143,Male,44,3,high school,marketing,1,83674,4854
information technology,https://www.wikidata.org/wiki/Q11661,Male,62,3,master's degree,engineer,4,118314,4892
graphic designer,https://www.wikidata.org/wiki/Q627325,Female,57,2,master's degree,marketing,5,133741,4925
software developer,https://www.wikidata.org/wiki/Q183888,Male,50,3,doctorate,marketing,1,119522,4650
salesperson,https://www.wikidata.org/wiki/Q685433,Male,40,2,high school,government administration,3,84592,4635
salesperson,https://www.wikidata.org/wiki/Q685433,Male,64,3,doctorate,marketing,2,121589,5133
manager,https://www.wikidata.org/wiki/Q2462658,Female,28,1,high school,engineer,4,104329,4962
warehouse worker,https://www.wikidata.org/wiki/Q92204276,Male,24,1,college,engineer,3,71371,5220
data scientist,https://www.wikidata.org/wiki/Q29169143,Male,59,4,master's degree,marketing,1,96582,6350
data scientist,https://www.wikidata.org/wiki/Q29169143,Male,62,3,doctorate,marketing,3,108778,4357
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Male,63,3,doctorate,management,4,128520,6151
salesperson,https://www.wikidata.org/wiki/Q685433,Female,34,1,high school,management,5,102745,6303
manager,https://www.wikidata.org/wiki/Q2462658,Female,62,4,master's degree,government administration,3,146008,6235
marketing,https://www.wikidata.org/wiki/Q39809,Female,44,2,doctorate,management,2,68364,4076
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Male,31,2,high school,government administration,4,62753,5735
data scientist,https://www.wikidata.org/wiki/Q29169143,Female,27,1,high school,government administration,5,96584,5293
software developer,https://www.wikidata.org/wiki/Q183888,Male,32,1,college,engineer,5,128680,4677
manager,https://www.wikidata.org/wiki/Q2462658,Male,55,2,college,management,5,152710,6107
software developer,https://www.wikidata.org/wiki/Q183888,Male,36,1,high school,operations management,5,109136,4572
data scientist,https://www.wikidata.org/wiki/Q29169143,Female,53,2,doctorate,operations management,2,102265,4760
marketing,https://www.wikidata.org/wiki/Q39809,Female,33,1,high school,management,5,81249,4845
information technology,https://www.wikidata.org/wiki/Q11661,Female,56,3,master's degree,management,2,101791,6083
marketing,https://www.wikidata.org/wiki/Q39809,Female,62,4,college,marketing,1,77584,4524
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Female,36,1,master's degree,government administration,3,88175,5004
data scientist,https://www.wikidata.org/wiki/Q29169143,Female,21,1,doctorate,engineer,2,65816,6817
information technology,https://www.wikidata.org/wiki/Q11661,Male,33,2,master's degree,marketing,1,84878,5009
marketing,https://www.wikidata.org/wiki/Q39809,Female,28,1,master's degree,engineer,5,73685,4439
information technology,https://www.wikidata.org/wiki/Q11661,Female,27,1,master's degree,government administration,2,55560,4449
software developer,https://www.wikidata.org/wiki/Q183888,Male,36,2,master's degree,government administration,2,94745,5930
data scientist,https://www.wikidata.org/wiki/Q29169143,Female,43,2,doctorate,marketing,3,106452,5346
salesperson,https://www.wikidata.org/wiki/Q685433,Male,46,2,college,management,2,95505,4549
software developer,https://www.wikidata.org/wiki/Q183888,Male,25,1,high school,engineer,4,103181,4566
software developer,https://www.wikidata.org/wiki/Q183888,Male,40,2,master's degree,marketing,1,120096,4690
warehouse worker,https://www.wikidata.org/wiki/Q92204276,Female,47,2,college,government administration,2,87575,4422
salesperson,https://www.wikidata.org/wiki/Q685433,Male,51,3,high school,management,2,98499,6274
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Female,60,2,doctorate,marketing,3,113140,4079
manager,https://www.wikidata.org/wiki/Q2462658,Male,56,2,doctorate,government administration,4,152081,4621
data scientist,https://www.wikidata.org/wiki/Q29169143,Female,40,1,master's degree,management,5,100505,4626
information technology,https://www.wikidata.org/wiki/Q11661,Female,60,3,master's degree,management,2,104589,4536
manager,https://www.wikidata.org/wiki/Q2462658,Male,36,2,master's degree,marketing,3,134450,5214
information technology,https://www.wikidata.org/wiki/Q11661,Female,48,3,high school,management,1,61081,6337
manager,https://www.wikidata.org/wiki/Q2462658,Male,37,2,doctorate,operations management,1,100819,5390
software developer,https://www.wikidata.org/wiki/Q183888,Male,64,2,doctorate,marketing,5,157277,4844
marketing,https://www.wikidata.org/wiki/Q39809,Female,51,2,high school,management,2,79237,4453
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Male,20,2,high school,marketing,2,68175,5698
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Female,61,2,college,management,4,108475,4489
software developer,https://www.wikidata.org/wiki/Q183888,Male,65,3,high school,marketing,2,122624,4165
graphic designer,https://www.wikidata.org/wiki/Q627325,Female,34,1,college,management,4,99942,5352
data scientist,https://www.wikidata.org/wiki/Q29169143,Female,58,2,doctorate,engineer,2,108296,4708
graphic designer,https://www.wikidata.org/wiki/Q627325,Male,45,2,master's degree,management,2,101273,3817
salesperson,https://www.wikidata.org/wiki/Q685433,Male,18,1,master's degree,government administration,3,59334,5729
manager,https://www.wikidata.org/wiki/Q2462658,Male,43,1,doctorate,management,4,152625,4702
information technology,https://www.wikidata.org/wiki/Q11661,Female,62,3,college,marketing,4,126370,6032
financial analyst,https://www.wikidata.org/wiki/Q1416279,Female,45,2,master's degree,government administration,5,122142,5435
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Female,19,1,high school,operations management,4,75919,5613
data scientist,https://www.wikidata.org/wiki/Q29169143,Male,26,1,master's degree,operations management,3,90526,4191
information technology,https://www.wikidata.org/wiki/Q11661,Female,47,2,doctorate,government administration,3,103416,5536
manager,https://www.wikidata.org/wiki/Q2462658,Male,59,3,college,engineer,3,133910,5795
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Female,63,3,high school,marketing,1,104468,4466
salesperson,https://www.wikidata.org/wiki/Q685433,Female,57,2,high school,management,4,117202,5068
data scientist,https://www.wikidata.org/wiki/Q29169143,Female,51,1,doctorate,marketing,5,139141,4969
warehouse worker,https://www.wikidata.org/wiki/Q92204276,Female,58,1,master's degree,management,4,134109,4184
salesperson,https://www.wikidata.org/wiki/Q685433,Female,24,1,high school,government administration,2,66887,5014
data scientist,https://www.wikidata.org/wiki/Q29169143,Male,41,1,college,operations management,5,77839,4458
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Male,21,1,high school,marketing,2,61018,5513
information technology,https://www.wikidata.org/wiki/Q11661,Female,58,2,high school,marketing,4,124847,3100
financial analyst,https://www.wikidata.org/wiki/Q1416279,Female,33,2,doctorate,government administration,1,50758,5386
graphic designer,https://www.wikidata.org/wiki/Q627325,Female,34,1,doctorate,operations management,3,75316,5861
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Male,54,3,doctorate,marketing,2,118093,4115
software developer,https://www.wikidata.org/wiki/Q183888,Male,31,1,college,operations management,4,106503,5225
graphic designer,https://www.wikidata.org/wiki/Q627325,Female,55,2,college,government administration,3,111502,4413
salesperson,https://www.wikidata.org/wiki/Q685433,Female,47,1,doctorate,engineer,4,116642,4621
financial analyst,https://www.wikidata.org/wiki/Q1416279,Male,55,3,college,operations management,1,84683,4476
information technology,https://www.wikidata.org/wiki/Q11661,Female,45,2,doctorate,marketing,4,113283,5404
marketing,https://www.wikidata.org/wiki/Q39809,Female,48,2,high school,government administration,4,86538,4212
marketing,https://www.wikidata.org/wiki/Q39809,Female,62,3,master's degree,engineer,2,77742,5430
software developer,https://www.wikidata.org/wiki/Q183888,Male,22,1,college,marketing,1,67913,4045
financial analyst,https://www.wikidata.org/wiki/Q1416279,Female,54,2,college,marketing,2,114171,3768
manager,https://www.wikidata.org/wiki/Q2462658,Male,47,1,master's degree,engineer,4,155826,4964
graphic designer,https://www.wikidata.org/wiki/Q627325,Female,63,2,college,operations management,4,106204,4534
graphic designer,https://www.wikidata.org/wiki/Q627325,Female,38,1,high school,government administration,4,111041,3727
software developer,https://www.wikidata.org/wiki/Q183888,Male,62,2,doctorate,engineer,3,138184,4664
financial analyst,https://www.wikidata.org/wiki/Q1416279,Female,63,3,college,marketing,2,95795,5723
salesperson,https://www.wikidata.org/wiki/Q685433,Male,60,3,high school,government administration,3,106798,5201
marketing,https://www.wikidata.org/wiki/Q39809,Female,65,3,high school,engineer,3,98575,5410
warehouse worker,https://www.wikidata.org/wiki/Q92204276,Male,37,2,master's degree,government administration,1,82343,5232
software developer,https://www.wikidata.org/wiki/Q183888,Female,57,1,college,engineer,3,117131,2324
salesperson,https://www.wikidata.org/wiki/Q685433,Male,26,2,high school,marketing,2,78625,4073
financial analyst,https://www.wikidata.org/wiki/Q1416279,Male,27,2,doctorate,government administration,4,99134,6255
marketing,https://www.wikidata.org/wiki/Q39809,Female,20,2,college,government administration,2,38613,6079
marketing,https://www.wikidata.org/wiki/Q39809,Female,26,2,college,operations management,1,62866,5114
graphic designer,https://www.wikidata.org/wiki/Q627325,Male,44,1,master's degree,engineer,5,107818,5281
graphic designer,https://www.wikidata.org/wiki/Q627325,Female,47,1,high school,operations management,5,108731,4793
manager,https://www.wikidata.org/wiki/Q2462658,Male,21,1,college,management,2,114621,3927
marketing,https://www.wikidata.org/wiki/Q39809,Female,23,1,high school,marketing,2,47739,4829
data scientist,https://www.wikidata.org/wiki/Q29169143,Male,45,1,master's degree,operations management,3,104290,3474
financial analyst,https://www.wikidata.org/wiki/Q1416279,Male,65,4,master's degree,marketing,1,111403,5078
information technology,https://www.wikidata.org/wiki/Q11661,Male,52,2,college,government administration,5,93802,5404
manager,https://www.wikidata.org/wiki/Q2462658,Male,30,1,high school,marketing,5,138163,3415
financial analyst,https://www.wikidata.org/wiki/Q1416279,Male,50,2,master's degree,operations management,3,115613,3881
salesperson,https://www.wikidata.org/wiki/Q685433,Female,18,1,master's degree,engineer,1,64920,4967
software developer,https://www.wikidata.org/wiki/Q183888,Female,36,1,doctorate,management,1,79177,3661
warehouse worker,https://www.wikidata.org/wiki/Q92204276,Male,25,1,college,operations management,1,64994,4310
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Male,53,3,doctorate,marketing,2,100941,5992
manager,https://www.wikidata.org/wiki/Q2462658,Male,55,1,high school,management,5,163208,4095
salesperson,https://www.wikidata.org/wiki/Q685433,Male,24,1,doctorate,operations management,2,51837,4472
graphic designer,https://www.wikidata.org/wiki/Q627325,Male,56,2,master's degree,management,4,114048,5097
manager,https://www.wikidata.org/wiki/Q2462658,Female,59,2,high school,management,2,136215,3603
marketing,https://www.wikidata.org/wiki/Q39809,Female,55,3,high school,government administration,1,63327,4066
software developer,https://www.wikidata.org/wiki/Q183888,Male,64,2,doctorate,engineer,4,139068,4126
salesperson,https://www.wikidata.org/wiki/Q685433,Male,63,2,master's degree,engineer,3,136209,3910
software developer,https://www.wikidata.org/wiki/Q183888,Male,55,2,doctorate,management,3,121910,4494
graphic designer,https://www.wikidata.org/wiki/Q627325,Male,43,2,doctorate,management,2,82057,5268
salesperson,https://www.wikidata.org/wiki/Q685433,Male,51,2,high school,engineer,1,96023,4148
marketing,https://www.wikidata.org/wiki/Q39809,Female,31,1,high school,marketing,3,52578,5538
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Female,61,2,college,government administration,4,114436,4249
marketing,https://www.wikidata.org/wiki/Q39809,Female,56,2,master's degree,marketing,4,99543,4442
salesperson,https://www.wikidata.org/wiki/Q685433,Female,41,2,college,marketing,1,60983,5022
software developer,https://www.wikidata.org/wiki/Q183888,Male,49,3,master's degree,government administration,1,82277,5460
marketing,https://www.wikidata.org/wiki/Q39809,Female,23,1,college,marketing,2,55885,3795
graphic designer,https://www.wikidata.org/wiki/Q627325,Male,29,1,master's degree,operations management,3,73142,4712
graphic designer,https://www.wikidata.org/wiki/Q627325,Male,53,2,high school,operations management,4,107065,3652
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Female,61,2,doctorate,engineer,2,107064,4202
marketing,https://www.wikidata.org/wiki/Q39809,Female,56,2,high school,operations management,5,107370,4916
marketing,https://www.wikidata.org/wiki/Q39809,Female,25,1,high school,marketing,1,39741,4981
salesperson,https://www.wikidata.org/wiki/Q685433,Male,64,2,high school,management,3,120579,4687
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Female,55,2,high school,engineer,3,103242,4495
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Female,42,1,master's degree,marketing,5,120112,5070
salesperson,https://www.wikidata.org/wiki/Q685433,Female,61,2,high school,marketing,2,83308,3653
marketing,https://www.wikidata.org/wiki/Q39809,Female,26,1,high school,management,1,36585,4373
graphic designer,https://www.wikidata.org/wiki/Q627325,Female,59,2,college,engineer,4,115344,4827
salesperson,https://www.wikidata.org/wiki/Q685433,Male,36,2,high school,management,1,49553,5784
information technology,https://www.wikidata.org/wiki/Q11661,Female,54,2,master's degree,government administration,3,96982,4750
financial analyst,https://www.wikidata.org/wiki/Q1416279,Female,24,1,high school,management,4,80030,5481
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Male,58,2,college,marketing,4,110157,4275
financial analyst,https://www.wikidata.org/wiki/Q1416279,Female,32,1,high school,government administration,4,84047,4683
marketing,https://www.wikidata.org/wiki/Q39809,Male,47,2,doctorate,marketing,3,93054,4243
data scientist,https://www.wikidata.org/wiki/Q29169143,Female,53,2,master's degree,engineer,2,84764,4409
warehouse worker,https://www.wikidata.org/wiki/Q92204276,Female,61,1,master's degree,management,3,120277,4617
marketing,https://www.wikidata.org/wiki/Q39809,Female,56,2,high school,marketing,3,81661,4965
manager,https://www.wikidata.org/wiki/Q2462658,Female,45,1,high school,engineer,5,149893,5120
software developer,https://www.wikidata.org/wiki/Q183888,Male,45,2,high school,management,1,81515,5001
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Male,55,2,master's degree,operations management,3,95898,4309
warehouse worker,https://www.wikidata.org/wiki/Q92204276,Male,42,2,doctorate,operations management,3,90000,4774
manager,https://www.wikidata.org/wiki/Q2462658,Male,60,3,high school,management,2,111896,5597
vehicle operator,https://www.wikidata.org/wiki/Q23640580,Male,53,1,master's degree,engineer,5,130082,4734
salesperson,https://www.wikidata.org/wiki/Q685433,Female,60,2,doctorate,engineer,5,130417,4694
marketing,https://www.wikidata.org/wiki/Q39809,Female,34,1,college,engineer,2,38855,4503
software developer,https://www.wikidata.org/wiki/Q183888,Male,25,1,high school,government administration,4,81057,5259
data scientist,https://www.wikidata.org/wiki/Q29169143,Male,41,1,high school,management,5,117215,4322
graphic designer,https://www.wikidata.org/wiki/Q627325,Female,49,1,high school,government administration,4,96232,3697
financial analyst,https://www.wikidata.org/wiki/Q1416279,Male,64,1,doctorate,operations management,5,141186,3415
manager,https://www.wikidata.org/wiki/Q2462658,Male,52,2,high school,operations management,2,114943,3438
data scientist,https://www.wikidata.org/wiki/Q29169143,Male,43,1,doctorate,government administration,4,107640,3896
manager,https://www.wikidata.org/wiki/Q2462658,Male,31,2,college,operations management,1,80259,4791
marketing,https://www.wikidata.org/wiki/Q39809,Female,48,1,college,operations management,5,86563,4415
data scientist,https://www.wikidata.org/wiki/Q29169143,Male,20,1,high school,operations management,2,61589,3990
warehouse worker,https://www.wikidata.org/wiki/Q92204276,Male,35,1,high school,government administration,2,74829,4263
graphic designer,https://www.wikidata.org/wiki/Q627325,Female,44,1,master's degree,government administration,2,72248,3634
salesperson,https://www.wikidata.org/wiki/Q685433,Male,49,2,high school,operations management,3,91342,4516
salesperson,https://www.wikidata.org/wiki/Q685433,Male,49,2,master's degree,operations management,2,101140,4851
marketing,https://www.wikidata.org/wiki/Q39809,Male,51,2,doctorate,marketing,1,62600,4300
software developer,https://www.wikidata.org/wiki/Q183888,Male,21,1,high school,engineer,2,65313,4685
manager,https://www.wikidata.org/wiki/Q2462658,Male,41,1,college,government administration,5,123153,4111
information technology,https://www.wikidata.org/wiki/Q11661,Male,27,1,high school,management,3,57500,3665
manager,https://www.wikidata.org/wiki/Q2462658,Male,37,1,doctorate,government administration,3,115604,4098
software developer,https://www.wikidata.org/wiki/Q183888,Male,18,1,high school,marketing,1,55555,4390
data scientist,https://www.wikidata.org/wiki/Q29169143,Male,58,1,doctorate,engineer,5,124166,3875
information technology,https://www.wikidata.org/wiki/Q11661,Male,50,2,master's degree,management,3,101050,3879
data scientist,https://www.wikidata.org/wiki/Q29169143,Female,56,1,college,engineer,5,125828,3961
graphic designer,https://www.wikidata.org/wiki/Q627325,Female,45,1,high school,management,3,75017,5576
marketing,https://www.wikidata.org/wiki/Q39809,Female,40,1,master's degree,engineer,4,100415,3871
manager,https://www.wikidata.org/wiki/Q2462658,Female,57,1,master's degree,operations management,3,145095,3889
data scientist,https://www.wikidata.org/wiki/Q29169143,Female,63,2,high school,government administration,5,115641,4339
software developer,https://www.wikidata.org/wiki/Q183888,Male,59,1,college,marketing,5,160460,2930
financial analyst,https://www.wikidata.org/wiki/Q1416279,Male,45,2,high school,government administration,2,85947,3909
